hora;potencia
0:00:00;62870
0:30:00;62080
1:00:00;59820
1:30:00;60090
2:00:00;58510
0:00:00;63960
0:30:00;63180
1:00:00;61850
1:30:00;61500
2:00:00;59810
0:00:00;70110
0:30:00;68510
1:00:00;65970
1:30:00;65380
2:00:00;63830
0:00:00;69330
0:30:00;68040
1:00:00;65440
1:30:00;65290
2:00:00;63890
0:00:00;69790
0:30:00;68480
1:00:00;65620
1:30:00;66610
2:00:00;64770
0:00:00;68410
0:30:00;68980
1:00:00;65160
1:30:00;64980
2:00:00;64560
0:00:00;69620
0:30:00;68490
1:00:00;66620
1:30:00;66910
2:00:00;65070
0:00:00;68550
0:30:00;67190
1:00:00;65430
1:30:00;64390
2:00:00;62740
0:00:00;63780
0:30:00;63090
1:00:00;60770
1:30:00;61210
2:00:00;59810
0:00:00;67620
0:30:00;66950
1:00:00;64010
1:30:00;64560
2:00:00;62180
0:00:00;64530
0:30:00;63640
1:00:00;60380
1:30:00;60640
2:00:00;59050
0:00:00;65450
0:30:00;64630
1:00:00;61110
1:30:00;61520
2:00:00;59710
0:00:00;66830
0:30:00;66740
1:00:00;63440
1:30:00;62900
2:00:00;61970
0:00:00;70070
0:30:00;69250
1:00:00;66180
1:30:00;65330
2:00:00;64150
0:00:00;66180
0:30:00;65490
1:00:00;63340
1:30:00;62930
2:00:00;61800
0:00:00;60230
0:30:00;58970
1:00:00;57600
1:30:00;58220
2:00:00;55970
0:00:00;65060
0:30:00;63810
1:00:00;61400
1:30:00;61250
2:00:00;59030
0:00:00;65130
0:30:00;65210
1:00:00;61840
1:30:00;61690
2:00:00;59900
0:00:00;64680
0:30:00;64160
1:00:00;60880
1:30:00;61170
2:00:00;60100
0:00:00;66600
0:30:00;65900
1:00:00;63850
1:30:00;63660
2:00:00;61550
0:00:00;66670
0:30:00;66310
1:00:00;63910
1:30:00;63620
2:00:00;60880
0:00:00;65110
0:30:00;64510
1:00:00;62660
1:30:00;62220
2:00:00;60480
0:00:00;64780
0:30:00;65030
1:00:00;62410
1:30:00;63060
2:00:00;61710
0:00:00;74220
0:30:00;74120
1:00:00;72000
1:30:00;71470
2:00:00;70460
0:00:00;77480
0:30:00;76920
1:00:00;74570
1:30:00;74800
2:00:00;73490
0:00:00;77860
0:30:00;77770
1:00:00;75290
1:30:00;75490
2:00:00;74340
0:00:00;75750
0:30:00;74370
1:00:00;72580
1:30:00;72060
2:00:00;70050
0:00:00;72060
0:30:00;71440
1:00:00;68450
1:30:00;68680
2:00:00;67200
0:00:00;72420
0:30:00;72250
1:00:00;69210
1:30:00;70550
2:00:00;68290
0:00:00;73320
0:30:00;72530
1:00:00;70610
1:30:00;70630
2:00:00;69540
0:00:00;74840
0:30:00;73910
1:00:00;71820
1:30:00;72960
2:00:00;70750
0:00:00;75470
0:30:00;74570
1:00:00;71750
1:30:00;71660
2:00:00;72070
0:00:00;73020
0:30:00;72750
1:00:00;70410
1:30:00;70660
2:00:00;69080
0:00:00;72090
0:30:00;71130
1:00:00;69030
1:30:00;68450
2:00:00;65790
0:00:00;70570
0:30:00;69070
1:00:00;66200
1:30:00;66120
2:00:00;63930
0:00:00;66650
0:30:00;65370
1:00:00;63800
1:30:00;63610
2:00:00;61200
0:00:00;64480
0:30:00;64450
1:00:00;61620
1:30:00;63160
2:00:00;61170
0:00:00;70600
0:30:00;69490
1:00:00;67520
1:30:00;67630
2:00:00;65290
0:00:00;68900
0:30:00;67260
1:00:00;65290
1:30:00;65230
2:00:00;63560
0:00:00;69710
0:30:00;69070
1:00:00;66720
1:30:00;66710
2:00:00;65390
0:00:00;69720
0:30:00;69780
1:00:00;67060
1:30:00;67310
2:00:00;65700
0:00:00;70450
0:30:00;69420
1:00:00;67430
1:30:00;67060
2:00:00;64970
0:00:00;67140
0:30:00;65790
1:00:00;63120
1:30:00;63190
2:00:00;61660
0:00:00;65480
0:30:00;64910
1:00:00;63040
1:30:00;63290
2:00:00;61320
0:00:00;69270
0:30:00;68550
1:00:00;66910
1:30:00;66840
2:00:00;64670
0:00:00;71480
0:30:00;70900
1:00:00;69270
1:30:00;69960
2:00:00;68760
0:00:00;71060
0:30:00;70390
1:00:00;67310
1:30:00;67330
2:00:00;65160
0:00:00;68830
0:30:00;67440
1:00:00;65160
1:30:00;65760
2:00:00;63870
0:00:00;65380
0:30:00;65240
1:00:00;62030
1:30:00;62150
2:00:00;59710
0:00:00;60630
0:30:00;60820
1:00:00;58960
1:30:00;59390
2:00:00;56950
0:00:00;56450
0:30:00;55360
1:00:00;53380
1:30:00;53830
2:00:00;51310
0:00:00;63070
0:30:00;62860
1:00:00;60270
1:30:00;60800
2:00:00;58760
0:00:00;67490
0:30:00;66900
1:00:00;64470
1:30:00;65520
2:00:00;63950
0:00:00;69980
0:30:00;70380
1:00:00;67840
1:30:00;67790
2:00:00;66150
0:00:00;73330
0:30:00;73150
1:00:00;71010
1:30:00;71910
2:00:00;70040
0:00:00;73020
0:30:00;73010
1:00:00;70600
1:30:00;71500
2:00:00;69810
0:00:00;74170
0:30:00;74400
1:00:00;72240
1:30:00;73140
2:00:00;71890
0:00:00;71300
0:30:00;70220
1:00:00;67940
1:30:00;68240
2:00:00;65850
0:00:00;75200
0:30:00;73890
1:00:00;72270
1:30:00;72500
2:00:00;71300
0:00:00;76670
0:30:00;76230
1:00:00;73000
1:30:00;73930
2:00:00;72600
0:00:00;77040
0:30:00;76200
1:00:00;73840
1:30:00;74670
2:00:00;72820
0:00:00;78750
0:30:00;78780
1:00:00;75280
1:30:00;77680
2:00:00;75010
0:00:00;80600
0:30:00;80330
1:00:00;77900
1:30:00;79280
2:00:00;76790
0:00:00;74490
0:30:00;73820
1:00:00;71340
1:30:00;71060
2:00:00;68980
0:00:00;69130
0:30:00;69570
1:00:00;66510
1:30:00;68470
2:00:00;65920
0:00:00;72910
0:30:00;71620
1:00:00;68960
1:30:00;69960
2:00:00;67910
0:00:00;71140
0:30:00;70560
1:00:00;67950
1:30:00;68650
2:00:00;66550
0:00:00;72530
0:30:00;71770
1:00:00;68780
1:30:00;70340
2:00:00;67490
0:00:00;72460
0:30:00;70860
1:00:00;69850
1:30:00;70070
2:00:00;68510
0:00:00;76520
0:30:00;76430
1:00:00;73380
1:30:00;73460
2:00:00;71330
0:00:00;73750
0:30:00;73730
1:00:00;71380
1:30:00;72170
2:00:00;69940
0:00:00;72560
0:30:00;72300
1:00:00;70530
1:30:00;71430
2:00:00;70170
0:00:00;78760
0:30:00;78060
1:00:00;76100
1:30:00;76960
2:00:00;75380
0:00:00;81860
0:30:00;81230
1:00:00;78540
1:30:00;79930
2:00:00;78170
0:00:00;82380
0:30:00;82330
1:00:00;80260
1:30:00;82030
2:00:00;81360
0:00:00;82070
0:30:00;81420
1:00:00;79630
1:30:00;81240
2:00:00;79240
0:00:00;81850
0:30:00;80860
1:00:00;79740
1:30:00;80590
2:00:00;79520
0:00:00;80450
0:30:00;79990
1:00:00;78740
1:30:00;78900
2:00:00;76510
0:00:00;78690
0:30:00;78660
1:00:00;76680
1:30:00;77800
2:00:00;75990
0:00:00;81230
0:30:00;80020
1:00:00;77940
1:30:00;79380
2:00:00;77320
0:00:00;79600
0:30:00;78790
1:00:00;76750
1:30:00;77200
2:00:00;76540
0:00:00;81570
0:30:00;81160
1:00:00;79160
1:30:00;81210
2:00:00;79660
0:00:00;82380
0:30:00;81740
1:00:00;80300
1:30:00;81460
2:00:00;79830
0:00:00;77140
0:30:00;75920
1:00:00;73130
1:30:00;73140
2:00:00;71590
0:00:00;72890
0:30:00;71380
1:00:00;69630
1:30:00;69970
2:00:00;67870
0:00:00;72010
0:30:00;71850
1:00:00;69510
1:30:00;69110
2:00:00;67820
0:00:00;70050
0:30:00;68600
1:00:00;66830
1:30:00;67610
2:00:00;65760
0:00:00;71630
0:30:00;70420
1:00:00;68400
1:30:00;68810
2:00:00;66920
0:00:00;70440
0:30:00;69560
1:00:00;66630
1:30:00;66980
2:00:00;65530
0:00:00;67680
0:30:00;66300
1:00:00;64720
1:30:00;64950
2:00:00;62640
0:00:00;68730
0:30:00;68010
1:00:00;65980
1:30:00;66070
2:00:00;63220
0:00:00;67150
0:30:00;66340
1:00:00;63940
1:30:00;64530
2:00:00;63380
0:00:00;67610
0:30:00;66030
1:00:00;64800
1:30:00;65280
2:00:00;64170
0:00:00;70000
0:30:00;69300
1:00:00;67160
1:30:00;67510
2:00:00;65590
0:00:00;70160
0:30:00;68610
1:00:00;67090
1:30:00;67260
2:00:00;64890
0:00:00;73160
0:30:00;73300
1:00:00;70060
1:30:00;70610
2:00:00;68880
0:00:00;76600
0:30:00;74720
1:00:00;73470
1:30:00;73320
2:00:00;72090
0:00:00;75930
0:30:00;76620
1:00:00;73440
1:30:00;75000
2:00:00;72790
0:00:00;73170
0:30:00;73030
1:00:00;69900
1:30:00;71690
2:00:00;70680
0:00:00;70020
0:30:00;69520
1:00:00;68660
1:30:00;68840
2:00:00;66970
0:00:00;73320
0:30:00;72400
1:00:00;69940
1:30:00;70900
2:00:00;69250
0:00:00;69130
0:30:00;68750
1:00:00;65890
1:30:00;66690
2:00:00;64750
0:00:00;67090
0:30:00;66640
1:00:00;63340
1:30:00;64340
2:00:00;62420
0:00:00;69300
0:30:00;66920
1:00:00;65080
1:30:00;64930
2:00:00;63400
0:00:00;67960
0:30:00;68030
1:00:00;65130
1:30:00;65340
2:00:00;63820
0:00:00;65860
0:30:00;66050
1:00:00;63080
1:30:00;64470
2:00:00;62510
0:00:00;62660
0:30:00;61860
1:00:00;60670
1:30:00;61040
2:00:00;59550
0:00:00;65690
0:30:00;64670
1:00:00;62580
1:30:00;62860
2:00:00;62130
0:00:00;65940
0:30:00;65740
1:00:00;63340
1:30:00;64130
2:00:00;61820
0:00:00;67120
0:30:00;66920
1:00:00;64400
1:30:00;64160
2:00:00;63060
0:00:00;68970
0:30:00;68790
1:00:00;66390
1:30:00;65880
2:00:00;64370
0:00:00;70200
0:30:00;70070
1:00:00;67860
1:30:00;67690
2:00:00;65670
0:00:00;64530
0:30:00;64730
1:00:00;62540
1:30:00;62520
2:00:00;60890
0:00:00;61650
0:30:00;61670
1:00:00;59360
1:30:00;59890
2:00:00;58670
0:00:00;69330
0:30:00;68710
1:00:00;66400
1:30:00;67380
2:00:00;65830
0:00:00;71840
0:30:00;69770
1:00:00;67910
1:30:00;69310
2:00:00;67480
0:00:00;69470
0:30:00;69270
1:00:00;66780
1:30:00;67260
2:00:00;66180
0:00:00;68340
0:30:00;67230
1:00:00;64770
1:30:00;66540
2:00:00;65480
0:00:00;65790
0:30:00;64490
1:00:00;61510
1:30:00;63260
2:00:00;60260
0:00:00;63650
0:30:00;63910
1:00:00;61210
1:30:00;61550
2:00:00;59610
0:00:00;65410
0:30:00;64540
1:00:00;63650
1:30:00;63490
2:00:00;61260
0:00:00;66960
0:30:00;66800
1:00:00;64550
1:30:00;64740
2:00:00;63460
0:00:00;67950
0:30:00;67550
1:00:00;65430
1:30:00;65320
2:00:00;64520
0:00:00;65960
0:30:00;65910
1:00:00;62710
1:30:00;63790
2:00:00;61440
0:00:00;64980
0:30:00;63420
1:00:00;62410
1:30:00;62850
2:00:00;60920
0:00:00;64450
0:30:00;63310
1:00:00;60380
1:30:00;61680
2:00:00;59430
0:00:00;59740
0:30:00;58750
1:00:00;57350
1:30:00;57860
2:00:00;55770
0:00:00;58040
0:30:00;58470
1:00:00;56190
1:30:00;56820
2:00:00;56040
0:00:00;64230
0:30:00;62940
1:00:00;60250
1:30:00;60880
2:00:00;59130
0:00:00;62450
0:30:00;62160
1:00:00;59790
1:30:00;59790
2:00:00;58220
0:00:00;62020
0:30:00;60920
1:00:00;58790
1:30:00;58910
2:00:00;57930
0:00:00;59630
0:30:00;59730
1:00:00;57310
1:30:00;57710
2:00:00;55580
0:00:00;63650
0:30:00;63240
1:00:00;60780
1:30:00;61120
2:00:00;58380
0:00:00;59630
0:30:00;57770
1:00:00;55740
1:30:00;56410
2:00:00;54380
0:00:00;57810
0:30:00;58330
1:00:00;56030
1:30:00;56120
2:00:00;54470
0:00:00;62900
0:30:00;61960
1:00:00;59780
1:30:00;59560
2:00:00;57510
0:00:00;66020
0:30:00;64420
1:00:00;62110
1:30:00;62310
2:00:00;60820
0:00:00;64420
0:30:00;63750
1:00:00;61500
1:30:00;63140
2:00:00;61380
0:00:00;63430
0:30:00;62710
1:00:00;59800
1:30:00;59650
2:00:00;58430
0:00:00;62330
0:30:00;61420
1:00:00;58810
1:30:00;60110
2:00:00;57990
0:00:00;58880
0:30:00;58370
1:00:00;56320
1:30:00;55750
2:00:00;53950
0:00:00;54150
0:30:00;55850
1:00:00;53760
1:30:00;54170
2:00:00;52590
0:00:00;59420
0:30:00;58810
1:00:00;55270
1:30:00;56950
2:00:00;54670
0:00:00;59340
0:30:00;57850
1:00:00;55660
1:30:00;55500
2:00:00;53790
0:00:00;59460
0:30:00;58010
1:00:00;56430
1:30:00;56130
2:00:00;54530
0:00:00;57390
0:30:00;56410
1:00:00;54490
1:30:00;54540
2:00:00;52460
0:00:00;57880
0:30:00;56250
1:00:00;54080
1:30:00;54220
2:00:00;50580
0:00:00;54910
0:30:00;54120
1:00:00;51820
1:30:00;52480
2:00:00;49550
0:00:00;53520
0:30:00;53330
1:00:00;50710
1:30:00;52120
2:00:00;50310
0:00:00;57070
0:30:00;56420
1:00:00;54880
1:30:00;54670
2:00:00;51890
0:00:00;58430
0:30:00;58330
1:00:00;55140
1:30:00;56310
2:00:00;53780
0:00:00;58970
0:30:00;58660
1:00:00;55590
1:30:00;56860
2:00:00;55050
0:00:00;62100
0:30:00;60690
1:00:00;58430
1:30:00;59020
2:00:00;57110
0:00:00;58960
0:30:00;57860
1:00:00;55720
1:30:00;56010
2:00:00;54060
0:00:00;54530
0:30:00;53880
1:00:00;51810
1:30:00;52310
2:00:00;50320
0:00:00;52250
0:30:00;51250
1:00:00;49020
1:30:00;50020
2:00:00;47840
0:00:00;56980
0:30:00;56490
1:00:00;54690
1:30:00;54670
2:00:00;53190
0:00:00;58350
0:30:00;57490
1:00:00;56020
1:30:00;55260
2:00:00;54130
0:00:00;59750
0:30:00;58140
1:00:00;54670
1:30:00;53640
2:00:00;52120
0:00:00;59460
0:30:00;59240
1:00:00;56160
1:30:00;56190
2:00:00;54690
0:00:00;59080
0:30:00;58670
1:00:00;54960
1:30:00;55690
2:00:00;53700
0:00:00;56240
0:30:00;55350
1:00:00;52900
1:30:00;53160
2:00:00;51400
0:00:00;55360
0:30:00;54210
1:00:00;52430
1:30:00;52660
2:00:00;51350
0:00:00;57230
0:30:00;56440
1:00:00;54250
1:30:00;54560
2:00:00;53390
0:00:00;62490
0:30:00;61820
1:00:00;59520
1:30:00;59960
2:00:00;58710
0:00:00;63940
0:30:00;62920
1:00:00;60830
1:30:00;61510
2:00:00;60180
0:00:00;62000
0:30:00;61700
1:00:00;58820
1:30:00;59630
2:00:00;58200
0:00:00;59420
0:30:00;59220
1:00:00;56860
1:30:00;56390
2:00:00;54620
0:00:00;58150
0:30:00;56920
1:00:00;55980
1:30:00;55870
2:00:00;54090
0:00:00;56300
0:30:00;56580
1:00:00;54250
1:30:00;55040
2:00:00;53390
0:00:00;59110
0:30:00;58630
1:00:00;56340
1:30:00;56670
2:00:00;54860
0:00:00;61740
0:30:00;60870
1:00:00;58740
1:30:00;59540
2:00:00;57420
0:00:00;63940
0:30:00;63190
1:00:00;59670
1:30:00;61360
2:00:00;59270
0:00:00;62200
0:30:00;62150
1:00:00;59940
1:30:00;60840
2:00:00;58390
0:00:00;62030
0:30:00;62230
1:00:00;58840
1:30:00;59320
2:00:00;57530
0:00:00;57170
0:30:00;55380
1:00:00;53340
1:30:00;53980
2:00:00;52180
0:00:00;54080
0:30:00;53620
1:00:00;50490
1:30:00;51470
2:00:00;49600
0:00:00;54690
0:30:00;54120
1:00:00;52010
1:30:00;52990
2:00:00;50710
0:00:00;58990
0:30:00;58400
1:00:00;56770
1:30:00;55710
2:00:00;54520
0:00:00;60340
0:30:00;59740
1:00:00;57620
1:30:00;56590
2:00:00;55220
0:00:00;59750
0:30:00;59780
1:00:00;56550
1:30:00;57630
2:00:00;55400
0:00:00;60090
0:30:00;59010
1:00:00;56640
1:30:00;56430
2:00:00;53840
0:00:00;55100
0:30:00;55250
1:00:00;53040
1:30:00;52520
2:00:00;51120
0:00:00;56490
0:30:00;55220
1:00:00;52620
1:30:00;53430
2:00:00;51370
0:00:00;58110
0:30:00;57010
1:00:00;54940
1:30:00;55990
2:00:00;54090
0:00:00;59010
0:30:00;59090
1:00:00;56300
1:30:00;56710
2:00:00;54350
0:00:00;57020
0:30:00;56470
1:00:00;53890
1:30:00;54030
2:00:00;52340
0:00:00;58220
0:30:00;56540
1:00:00;52780
1:30:00;53760
2:00:00;52190
0:00:00;56330
0:30:00;55360
1:00:00;51360
1:30:00;51770
2:00:00;50080
0:00:00;51890
0:30:00;52340
1:00:00;49620
1:30:00;49060
2:00:00;47890
0:00:00;52350
0:30:00;51280
1:00:00;49720
1:30:00;49480
2:00:00;47890
0:00:00;55640
0:30:00;54150
1:00:00;51060
1:30:00;51630
2:00:00;49710
0:00:00;54880
0:30:00;53140
1:00:00;50880
1:30:00;51300
2:00:00;48620
0:00:00;54950
0:30:00;53160
1:00:00;51350
1:30:00;50740
2:00:00;48950
0:00:00;55400
0:30:00;54820
1:00:00;51750
1:30:00;51980
2:00:00;50090
0:00:00;54980
0:30:00;54000
1:00:00;51510
1:30:00;51340
2:00:00;48520
0:00:00;51630
0:30:00;50550
1:00:00;48040
1:30:00;48180
2:00:00;46300
0:00:00;50840
0:30:00;49700
1:00:00;47010
1:30:00;47280
2:00:00;45860
0:00:00;54030
0:30:00;52560
1:00:00;49710
1:30:00;50060
2:00:00;48190
0:00:00;53990
0:30:00;52250
1:00:00;49950
1:30:00;49890
2:00:00;48420
0:00:00;53730
0:30:00;52820
1:00:00;50540
1:30:00;49690
2:00:00;48090
0:00:00;51680
0:30:00;50680
1:00:00;47580
1:30:00;47530
2:00:00;45180
0:00:00;52320
0:30:00;51120
1:00:00;48690
1:30:00;47580
2:00:00;46180
0:00:00;50250
0:30:00;48800
1:00:00;45960
1:30:00;45810
2:00:00;43760
0:00:00;50220
0:30:00;48680
1:00:00;46440
1:30:00;45930
2:00:00;44130
0:00:00;53830
0:30:00;53050
1:00:00;49350
1:30:00;48890
2:00:00;47570
0:00:00;54520
0:30:00;51930
1:00:00;49700
1:30:00;50120
2:00:00;47160
0:00:00;55240
0:30:00;53480
1:00:00;50780
1:30:00;50160
2:00:00;47840
0:00:00;56610
0:30:00;54690
1:00:00;50440
1:30:00;50620
2:00:00;48340
0:00:00;53460
0:30:00;52540
1:00:00;49260
1:30:00;48890
2:00:00;46140
0:00:00;50100
0:30:00;48190
1:00:00;45580
1:30:00;46520
2:00:00;44020
0:00:00;48930
0:30:00;47540
1:00:00;45720
1:30:00;45110
2:00:00;43180
0:00:00;50490
0:30:00;48760
1:00:00;46750
1:30:00;47110
2:00:00;45250
0:00:00;53820
0:30:00;53320
1:00:00;50230
1:30:00;50510
2:00:00;48330
0:00:00;53710
0:30:00;54070
1:00:00;50070
1:30:00;50480
2:00:00;48820
0:00:00;54860
0:30:00;53350
1:00:00;50480
1:30:00;51900
2:00:00;49440
0:00:00;53870
0:30:00;52470
1:00:00;49700
1:30:00;49040
2:00:00;46840
0:00:00;50640
0:30:00;49280
1:00:00;47420
1:30:00;46940
2:00:00;44570
0:00:00;50160
0:30:00;49500
1:00:00;46800
1:30:00;46630
2:00:00;44260
0:00:00;54260
0:30:00;52140
1:00:00;49480
1:30:00;50150
2:00:00;48080
0:00:00;53880
0:30:00;53080
1:00:00;49280
1:30:00;49170
2:00:00;46760
0:00:00;54630
0:30:00;52950
1:00:00;49950
1:30:00;49540
2:00:00;48380
0:00:00;55770
0:30:00;54730
1:00:00;50900
1:30:00;50030
2:00:00;49560
0:00:00;55340
0:30:00;52610
1:00:00;50460
1:30:00;49730
2:00:00;48480
0:00:00;51950
0:30:00;50050
1:00:00;47540
1:30:00;46190
2:00:00;43800
0:00:00;50760
0:30:00;49370
1:00:00;46540
1:30:00;46760
2:00:00;44730
0:00:00;55470
0:30:00;52570
1:00:00;49890
1:30:00;49850
2:00:00;47560
0:00:00;55240
0:30:00;53200
1:00:00;50560
1:30:00;50780
2:00:00;48010
0:00:00;56890
0:30:00;54530
1:00:00;51440
1:30:00;51560
2:00:00;49830
0:00:00;55520
0:30:00;53690
1:00:00;50820
1:30:00;51330
2:00:00;48960
0:00:00;54580
0:30:00;52180
1:00:00;49130
1:30:00;49260
2:00:00;46370
0:00:00;50410
0:30:00;48920
1:00:00;46320
1:30:00;45870
2:00:00;44290
0:00:00;49990
0:30:00;48400
1:00:00;45440
1:30:00;45880
2:00:00;43530
0:00:00;54400
0:30:00;52180
1:00:00;49550
1:30:00;49440
2:00:00;47190
0:00:00;54160
0:30:00;53060
1:00:00;49720
1:30:00;49620
2:00:00;47500
0:00:00;55380
0:30:00;52880
1:00:00;50090
1:30:00;49280
2:00:00;47360
0:00:00;54430
0:30:00;53260
1:00:00;49890
1:30:00;49200
2:00:00;48030
0:00:00;53720
0:30:00;52490
1:00:00;49270
1:30:00;48930
2:00:00;46960
0:00:00;50160
0:30:00;48070
1:00:00;45080
1:30:00;44860
2:00:00;42890
0:00:00;50490
0:30:00;48370
1:00:00;46640
1:30:00;46090
2:00:00;44410
0:00:00;54570
0:30:00;53040
1:00:00;50120
1:30:00;50290
2:00:00;48640
0:00:00;54780
0:30:00;53430
1:00:00;49180
1:30:00;50130
2:00:00;48000
0:00:00;55720
0:30:00;54690
1:00:00;51400
1:30:00;50190
2:00:00;48110
0:00:00;55860
0:30:00;53970
1:00:00;50730
1:30:00;51040
2:00:00;48530
0:00:00;54650
0:30:00;52710
1:00:00;50080
1:30:00;49390
2:00:00;47140
0:00:00;49640
0:30:00;48560
1:00:00;44810
1:30:00;45140
2:00:00;42990
0:00:00;49770
0:30:00;48250
1:00:00;45720
1:30:00;45520
2:00:00;43940
0:00:00;53400
0:30:00;51900
1:00:00;48940
1:30:00;47950
2:00:00;46700
0:00:00;54150
0:30:00;51670
1:00:00;49400
1:30:00;48910
2:00:00;47810
0:00:00;54250
0:30:00;52290
1:00:00;49050
1:30:00;49630
2:00:00;47620
0:00:00;52490
0:30:00;51430
1:00:00;48750
1:30:00;47810
2:00:00;45610
0:00:00;48900
0:30:00;47000
1:00:00;44520
1:30:00;44580
2:00:00;43140
0:00:00;48120
0:30:00;46400
1:00:00;43990
1:30:00;44000
2:00:00;41870
0:00:00;48570
0:30:00;46980
1:00:00;44770
1:30:00;44190
2:00:00;42360
0:00:00;52630
0:30:00;51410
1:00:00;49180
1:30:00;48220
2:00:00;47310
0:00:00;54330
0:30:00;52680
1:00:00;50210
1:30:00;49420
2:00:00;48140
0:00:00;54400
0:30:00;51870
1:00:00;49440
1:30:00;50010
2:00:00;47950
0:00:00;53410
0:30:00;52310
1:00:00;49570
1:30:00;48970
2:00:00;46820
0:00:00;52990
0:30:00;50270
1:00:00;47690
1:30:00;48730
2:00:00;46710
0:00:00;48790
0:30:00;47340
1:00:00;44150
1:30:00;44410
2:00:00;42320
0:00:00;48520
0:30:00;47140
1:00:00;44480
1:30:00;43970
2:00:00;42500
0:00:00;51750
0:30:00;49680
1:00:00;47260
1:30:00;46940
2:00:00;45380
0:00:00;52370
0:30:00;50430
1:00:00;47610
1:30:00;47680
2:00:00;45830
0:00:00;54010
0:30:00;51520
1:00:00;48280
1:30:00;49130
2:00:00;46680
0:00:00;51950
0:30:00;49410
1:00:00;47220
1:30:00;46790
2:00:00;45210
0:00:00;49780
0:30:00;48010
1:00:00;45160
1:30:00;44630
2:00:00;42810
0:00:00;47300
0:30:00;45630
1:00:00;42810
1:30:00;42930
2:00:00;41190
0:00:00;46030
0:30:00;44450
1:00:00;41540
1:30:00;41460
2:00:00;39110
0:00:00;48790
0:30:00;46920
1:00:00;44350
1:30:00;43980
2:00:00;42120
0:00:00;49140
0:30:00;47520
1:00:00;44930
1:30:00;44420
2:00:00;42600
0:00:00;49450
0:30:00;47910
1:00:00;45220
1:30:00;45200
2:00:00;43000
0:00:00;48320
0:30:00;46370
1:00:00;43860
1:30:00;43830
2:00:00;41860
0:00:00;47500
0:30:00;45890
1:00:00;42980
1:30:00;43230
2:00:00;41040
0:00:00;45680
0:30:00;44100
1:00:00;41740
1:30:00;41510
2:00:00;39520
0:00:00;45160
0:30:00;43490
1:00:00;40980
1:30:00;41270
2:00:00;38910
0:00:00;47330
0:30:00;45390
1:00:00;42790
1:30:00;42770
2:00:00;40830
0:00:00;47850
0:30:00;46200
1:00:00;43620
1:30:00;43680
2:00:00;41370
0:00:00;47220
0:30:00;45640
1:00:00;42590
1:30:00;42620
2:00:00;40910
0:00:00;48240
0:30:00;46340
1:00:00;44000
1:30:00;43610
2:00:00;42130
0:00:00;47300
0:30:00;45720
1:00:00;43610
1:30:00;43220
2:00:00;41360
0:00:00;46220
0:30:00;44570
1:00:00;42060
1:30:00;41870
2:00:00;40120
0:00:00;44570
0:30:00;43390
1:00:00;40850
1:30:00;40870
2:00:00;38890
0:00:00;46790
0:30:00;45440
1:00:00;42320
1:30:00;42360
2:00:00;40780
0:00:00;45920
0:30:00;44430
1:00:00;42040
1:30:00;41960
2:00:00;40290
0:00:00;47180
0:30:00;45440
1:00:00;43100
1:30:00;42910
2:00:00;41390
0:00:00;47920
0:30:00;46220
1:00:00;43640
1:30:00;43290
2:00:00;41400
0:00:00;47830
0:30:00;46450
1:00:00;44010
1:30:00;43700
2:00:00;42010
0:00:00;46420
0:30:00;44950
1:00:00;42660
1:30:00;42590
2:00:00;40530
0:00:00;46900
0:30:00;44790
1:00:00;42420
1:30:00;42450
2:00:00;40490
0:00:00;50450
0:30:00;48940
1:00:00;46230
1:30:00;45780
2:00:00;44360
0:00:00;51020
0:30:00;49620
1:00:00;46840
1:30:00;46850
2:00:00;44850
0:00:00;51180
0:30:00;49420
1:00:00;47400
1:30:00;48140
2:00:00;45380
0:00:00;51900
0:30:00;50620
1:00:00;47190
1:30:00;48180
2:00:00;45960
0:00:00;52730
0:30:00;50530
1:00:00;48080
1:30:00;47260
2:00:00;46330
0:00:00;49330
0:30:00;47530
1:00:00;45410
1:30:00;44800
2:00:00;42680
0:00:00;48180
0:30:00;47180
1:00:00;45140
1:30:00;44420
2:00:00;42540
0:00:00;53970
0:30:00;52190
1:00:00;49380
1:30:00;49330
2:00:00;47120
0:00:00;54540
0:30:00;52620
1:00:00;50530
1:30:00;50200
2:00:00;48850
0:00:00;54160
0:30:00;53560
1:00:00;49510
1:30:00;50100
2:00:00;47360
0:00:00;55240
0:30:00;54030
1:00:00;50990
1:30:00;50390
2:00:00;47930
0:00:00;55070
0:30:00;53370
1:00:00;50320
1:30:00;49530
2:00:00;47610
0:00:00;50210
0:30:00;48970
1:00:00;45860
1:30:00;46610
2:00:00;44410
0:00:00;49370
0:30:00;48030
1:00:00;45890
1:30:00;45940
2:00:00;44620
0:00:00;55080
0:30:00;52450
1:00:00;50630
1:30:00;49770
2:00:00;47760
0:00:00;54540
0:30:00;52890
1:00:00;50030
1:30:00;51280
2:00:00;49200
0:00:00;54880
0:30:00;53770
1:00:00;50760
1:30:00;50790
2:00:00;48680
0:00:00;55660
0:30:00;53720
1:00:00;50580
1:30:00;51860
2:00:00;49740
0:00:00;54000
0:30:00;52930
1:00:00;50120
1:30:00;49470
2:00:00;47650
0:00:00;50290
0:30:00;48830
1:00:00;46950
1:30:00;46410
2:00:00;44450
0:00:00;50590
0:30:00;49890
1:00:00;47700
1:30:00;47920
2:00:00;46440
0:00:00;55010
0:30:00;53770
1:00:00;50640
1:30:00;51340
