FechaHora;Total
2022-01-26 17:00:00;3679.43
2022-01-26 18:00:00;3584.82
2022-01-26 19:00:00;4053.45
2022-01-26 20:00:00;4072.91
2022-01-26 21:00:00;3922
2022-01-26 22:00:00;3705.29
2022-01-26 23:00:00;3522.85
2022-01-27 00:00:00;3215.28
2022-01-27 01:00:00;3062.37
2022-01-27 02:00:00;2898.98
2022-01-27 03:00:00;2837.27
2022-01-27 04:00:00;2799.46
2022-01-27 05:00:00;2812.59
2022-01-27 06:00:00;2901.7
2022-01-27 07:00:00;2709.57
2022-01-27 08:00:00;2990.14
2022-01-27 09:00:00;3310.53
2022-01-27 10:00:00;3470.12
2022-01-27 11:00:00;3584.52
2022-01-27 12:00:00;3678.01
2022-01-27 13:00:00;3685.41
2022-01-27 14:00:00;3676.33
2022-01-27 15:00:00;3713.91
2022-01-27 16:00:00;3692.84
2022-01-27 17:00:00;3589.51
2022-01-27 18:00:00;3541.74
2022-01-27 19:00:00;3726.56
2022-01-27 20:00:00;3843.38
2022-01-27 21:00:00;3738.61
2022-01-27 22:00:00;3522.08
2022-01-27 23:00:00;3296.36
2022-01-28 00:00:00;3048.5
2022-01-28 01:00:00;2876.19
2022-01-28 02:00:00;2775.18
2022-01-28 03:00:00;2713.96
2022-01-28 04:00:00;2672.4
2022-01-28 05:00:00;2695.89
2022-01-28 06:00:00;2788.98
2022-01-28 07:00:00;2672.83
2022-01-28 08:00:00;2951.48
2022-01-28 09:00:00;3197.8
2022-01-28 10:00:00;3359.49
2022-01-28 11:00:00;3512.47
2022-01-28 12:00:00;3524.94
2022-01-28 13:00:00;3557.29
2022-01-28 14:00:00;3588.61
2022-01-28 15:00:00;3612.62
2022-01-28 16:00:00;3581.74
2022-01-28 17:00:00;3501.95
2022-01-28 18:00:00;3411.01
2022-01-28 19:00:00;3852.9
2022-01-28 20:00:00;3884.06
2022-01-28 21:00:00;3698.46
2022-01-28 22:00:00;3509.08
2022-01-28 23:00:00;3279.06
2022-01-29 00:00:00;3072.19
2022-01-29 01:00:00;2898.23
2022-01-29 02:00:00;2838.62
2022-01-29 03:00:00;2754.76
2022-01-29 04:00:00;2713.79
2022-01-29 05:00:00;2739.76
2022-01-29 06:00:00;2678.88
2022-01-29 07:00:00;2470.98
2022-01-29 08:00:00;2672.84
2022-01-29 09:00:00;2912.96
2022-01-29 10:00:00;3135.74
2022-01-29 11:00:00;3304.46
2022-01-29 12:00:00;3280.13
2022-01-29 13:00:00;3329.15
2022-01-29 14:00:00;3294.36
2022-01-29 15:00:00;3261.79
2022-01-29 16:00:00;3263.84
2022-01-29 17:00:00;3219.64
2022-01-29 18:00:00;3197.51
2022-01-29 19:00:00;3684.54
2022-01-29 20:00:00;3686.86
2022-01-29 21:00:00;3565.03
2022-01-29 22:00:00;3382.12
2022-01-29 23:00:00;3196.25
2022-01-30 00:00:00;2986.12
2022-01-30 01:00:00;2864.31
2022-01-30 02:00:00;2769.78
2022-01-30 03:00:00;2699.85
2022-01-30 04:00:00;2655.57
2022-01-30 05:00:00;2587.26
2022-01-30 06:00:00;2614.36
2022-01-30 07:00:00;2325.34
2022-01-30 08:00:00;2457.67
2022-01-30 09:00:00;2647.81
2022-01-30 10:00:00;2736.95
2022-01-30 11:00:00;2854.29
2022-01-30 12:00:00;2938.27
2022-01-30 13:00:00;2977.32
2022-01-30 14:00:00;2877.32
2022-01-30 15:00:00;2876.72
2022-01-30 16:00:00;2865.01
2022-01-30 17:00:00;2830.52
2022-01-30 18:00:00;2907.49
2022-01-30 19:00:00;3445.27
2022-01-30 20:00:00;3508.1
2022-01-30 21:00:00;3413.33
2022-01-30 22:00:00;3206.72
2022-01-30 23:00:00;3046.62
2022-01-31 00:00:00;2870.62
2022-01-31 01:00:00;2702.06
2022-01-31 02:00:00;2600.57
2022-01-31 03:00:00;2496.94
2022-01-31 04:00:00;2496.69
2022-01-31 05:00:00;2546.82
2022-01-31 06:00:00;2641.58
2022-01-31 07:00:00;2575.48
2022-01-31 08:00:00;2850.68
2022-01-31 09:00:00;3153.17
2022-01-31 10:00:00;3278.73
2022-01-31 11:00:00;3392.11
2022-01-31 12:00:00;3468.3
2022-01-31 13:00:00;3428.11
2022-01-31 14:00:00;3433.31
2022-01-31 15:00:00;3438.74
2022-01-31 16:00:00;3392.18
2022-01-31 17:00:00;3351.25
2022-01-31 18:00:00;3252.19
2022-01-31 19:00:00;3706.48
2022-01-31 20:00:00;3706.86
2022-01-31 21:00:00;3610.14
2022-01-31 22:00:00;3417.54
2022-01-31 23:00:00;3166.38
2022-02-01 00:00:00;2896.45
2022-02-01 01:00:00;2789.14
2022-02-01 02:00:00;2699.46
2022-02-01 03:00:00;2623.28
2022-02-01 04:00:00;2577.07
2022-02-01 05:00:00;2618.47
2022-02-01 06:00:00;2662.69
2022-02-01 07:00:00;2587.85
2022-02-01 08:00:00;2897.11
2022-02-01 09:00:00;3214.9
2022-02-01 10:00:00;3328.35
2022-02-01 11:00:00;3483.02
2022-02-01 12:00:00;3571.9
2022-02-01 13:00:00;3617.66
2022-02-01 14:00:00;3623.06
2022-02-01 15:00:00;3618.49
2022-02-01 16:00:00;3640.02
2022-02-01 17:00:00;3540.77
2022-02-01 18:00:00;3441.12
2022-02-01 19:00:00;3949.11
2022-02-01 20:00:00;3941.16
2022-02-01 21:00:00;3826.77
2022-02-01 22:00:00;3593.1
2022-02-01 23:00:00;3353.97
2022-02-02 00:00:00;3121.77
2022-02-02 01:00:00;2919.64
2022-02-02 02:00:00;2805.46
2022-02-02 03:00:00;2981.74
2022-02-02 04:00:00;2899.38
2022-02-02 05:00:00;2748.82
2022-02-02 06:00:00;2851.31
2022-02-02 07:00:00;2750.11
